shape_id,shape_name,theta_eff,beta,param1,param2,aspect_ratio_cav,dc_mm,D_body_mm,D_hemi_mm,L_total_mm,L_cyl_mm,dc_D_ratio,sigma_c,Re,U_ms,depth_m,Froude,Cdp,Csf,Cd,L_tilde,D_tilde,cavity_covers,drag_red_pct
5,ogive_polynomial,41.4576,0.6621,2.7962,0.0,0.8389,12.0,30.0,15.0,115.0,85.0,0.4,0.29583,3481043.0,30.33,5.48,28.5559,0.545327,0.227374,0.887654,1.4181,1.1835,0,33.576
2,truncated_cone,31.0621,0.516,36.4439,0.5907,0.273,12.0,30.0,15.0,115.0,85.0,0.4,0.28661,3244136.0,28.266,29.81,26.6125,0.370472,0.239634,0.724063,0.9992,1.0146,0,27.687
1,cone,53.9474,0.8085,53.9474,0.0,0.364,12.0,30.0,15.0,115.0,85.0,0.4,0.32329,2892916.0,25.206,7.63,23.7313,0.784277,0.206272,1.106731,1.7465,1.3505,0,35.514
3,spherical,70.6829,0.9437,0.6116,0.0,0.3058,12.0,30.0,15.0,115.0,85.0,0.4,0.14652,1523305.0,13.273,30.1,12.4961,0.869221,0.096787,1.073286,5.0189,2.3062,0,71.607
5,ogive_polynomial,37.1331,0.6037,3.502,0.0,1.0506,12.0,30.0,15.0,115.0,85.0,0.4,0.30534,4630504.0,40.346,8.03,37.9852,0.486062,0.223702,0.825348,1.1176,1.0753,0,34.758
5,ogive_polynomial,73.8571,0.9606,1.1141,0.0,0.3342,12.0,30.0,15.0,115.0,85.0,0.4,0.16177,1093246.0,9.526,49.07,8.9682,0.926315,0.112245,1.146532,4.7082,2.1244,0,64.682
0,disc,90.0,1.0,90.0,0.0,0.0226,12.0,30.0,15.0,115.0,85.0,0.4,0.39147,1354229.0,11.799,46.8,11.1091,1.153581,0.23584,1.506535,2.1203,1.4827,0,29.241
4,elliptical,54.5177,0.8143,1.4785,0.0,1.4785,12.0,30.0,15.0,115.0,85.0,0.4,0.25523,3606583.0,31.424,30.92,29.5857,0.727419,0.190587,1.028036,2.1318,1.463,0,44.064
2,truncated_cone,39.7592,0.6396,45.5633,0.5095,0.3525,12.0,30.0,15.0,115.0,85.0,0.4,0.29877,2651776.0,23.105,24.83,21.7532,0.526178,0.231843,0.871096,1.297,1.1523,0,28.782
0,disc,90.0,1.0,90.0,0.0,0.0493,12.0,30.0,15.0,115.0,85.0,0.4,0.08068,4612755.0,40.191,38.61,37.8396,0.907149,0.0,1.006117,10.0437,3.1345,1,100.0
1,cone,26.495,0.4461,26.495,0.0,1.0031,12.0,30.0,15.0,115.0,85.0,0.4,0.24991,1307126.0,11.389,0.6,10.7227,0.289152,0.284021,0.686416,0.9011,0.9899,0,12.222
2,truncated_cone,59.1598,0.8586,66.5486,0.4441,0.3923,12.0,30.0,15.0,115.0,85.0,0.4,0.18087,649404.0,5.658,34.6,5.3272,0.778322,0.194008,1.08088,3.6439,1.8449,0,41.124
5,ogive_polynomial,45.555,0.7139,2.3479,0.0,0.7044,12.0,30.0,15.0,115.0,85.0,0.4,0.20541,2959470.0,25.786,15.81,24.2773,0.564676,0.191774,0.867805,2.2538,1.5331,0,41.928
4,elliptical,55.5873,0.825,1.4419,0.0,1.4419,12.0,30.0,15.0,115.0,85.0,0.4,0.25134,4285010.0,37.335,30.09,35.1511,0.775545,0.171751,1.061827,2.2498,1.5236,0,46.907
2,truncated_cone,60.0884,0.8668,65.0711,0.3063,0.546,12.0,30.0,15.0,115.0,85.0,0.4,0.20876,282820.0,2.464,17.11,2.32,0.801075,0.247986,1.162908,3.1711,1.6737,0,22.408
3,spherical,24.9168,0.4213,2.0291,0.0,1.0146,12.0,30.0,15.0,115.0,85.0,0.4,0.26525,943574.0,8.221,41.41,7.7404,0.273486,0.321104,0.707267,0.7984,0.8553,0,4.489
2,truncated_cone,40.3934,0.648,43.1668,0.257,1.1229,12.0,30.0,15.0,115.0,85.0,0.4,0.24138,4039606.0,35.197,32.95,33.1379,0.505059,0.202395,0.821251,1.5772,1.2776,0,38.456
2,truncated_cone,28.8244,0.4821,31.115,0.2945,0.8404,12.0,30.0,15.0,115.0,85.0,0.4,0.08293,1642030.0,14.307,0.82,13.47,0.270864,0.188728,0.558646,3.0444,1.7844,0,45.45
0,disc,90.0,1.0,90.0,0.0,0.0116,12.0,30.0,15.0,115.0,85.0,0.4,0.20123,2139686.0,18.643,35.48,17.5524,1.002887,0.129426,1.243726,4.2085,2.059,0,60.638
5,ogive_polynomial,36.7574,0.5984,3.5805,0.0,1.0742,12.0,30.0,15.0,115.0,85.0,0.4,0.3019,2901170.0,25.278,17.74,23.7991,0.473204,0.238365,0.827492,1.1613,1.0629,0,28.331
1,cone,68.4167,0.9299,68.4167,0.0,0.1978,12.0,30.0,15.0,115.0,85.0,0.4,0.09902,749456.0,6.53,5.14,6.148,0.796282,0.0,0.89734,7.2881,2.616,0,100.0
3,spherical,23.5333,0.3993,2.153,0.0,1.0765,12.0,30.0,15.0,115.0,85.0,0.4,0.12564,1885350.0,16.427,32.54,15.466,0.219144,0.253673,0.57709,1.5753,1.2262,0,26.808
0,disc,90.0,1.0,90.0,0.0,0.0129,12.0,30.0,15.0,115.0,85.0,0.4,0.20764,2231976.0,19.447,29.68,18.3095,1.0237,0.130506,1.264344,3.8691,1.9728,0,59.382
1,cone,28.8046,0.4818,28.8046,0.0,0.9093,12.0,30.0,15.0,115.0,85.0,0.4,0.31312,1576470.0,13.736,31.83,12.9322,0.331757,0.280526,0.727695,0.8019,0.8931,0,14.124
3,spherical,36.3333,0.5925,1.36,0.0,0.68,12.0,30.0,15.0,115.0,85.0,0.4,0.32091,329599.0,2.872,16.98,2.7038,0.473009,0.364141,0.952188,1.065,1.0094,0,0.0
0,disc,90.0,1.0,90.0,0.0,0.0142,12.0,30.0,15.0,115.0,85.0,0.4,0.19224,1933502.0,16.847,12.04,15.861,0.972329,0.122914,1.204653,4.3098,2.0953,0,62.31
4,elliptical,62.6067,0.8879,1.2292,0.0,1.2292,12.0,30.0,15.0,115.0,85.0,0.4,0.1341,4218825.0,36.759,40.09,34.6081,0.782881,0.077824,0.963432,4.8815,2.3319,0,76.156
3,spherical,27.0814,0.4553,1.8602,0.0,0.9301,12.0,30.0,15.0,115.0,85.0,0.4,0.05241,2988700.0,26.041,7.26,24.5171,0.252791,0.108235,0.455211,4.4881,2.067,0,68.409
4,elliptical,90.8678,0.9999,0.6546,0.0,0.6546,12.0,30.0,15.0,115.0,85.0,0.4,0.29162,2759171.0,24.041,0.69,22.6342,1.07633,0.173919,1.366596,2.8214,1.671,0,47.301
1,cone,71.1574,0.9464,71.1574,0.0,0.1706,12.0,30.0,15.0,115.0,85.0,0.4,0.11831,4864497.0,42.385,11.22,39.9047,0.853978,0.029561,0.986319,6.3293,2.5525,0,90.903
1,cone,66.0125,0.9136,66.0125,0.0,0.2225,12.0,30.0,15.0,115.0,85.0,0.4,0.08423,2104272.0,18.335,10.98,17.2619,0.762811,0.0,0.861968,8.2396,2.8635,0,100.0
1,cone,25.4421,0.4296,25.4421,0.0,1.051,12.0,30.0,15.0,115.0,85.0,0.4,0.36142,2042538.0,17.797,32.79,16.7555,0.290358,0.28422,0.691162,0.5817,0.7522,0,15.643
4,elliptical,35.9744,0.5874,2.4161,0.0,2.4161,12.0,30.0,15.0,115.0,85.0,0.4,0.36098,4947253.0,43.106,9.5,40.5836,0.468257,0.239125,0.826234,0.8756,0.941,0,33.198
2,truncated_cone,49.1395,0.7563,51.7309,0.2004,1.0103,12.0,30.0,15.0,115.0,85.0,0.4,0.1934,589666.0,5.138,3.44,4.8372,0.62658,0.246207,0.982849,2.4703,1.6191,0,26.083
2,truncated_cone,42.2599,0.6725,48.7674,0.5338,0.6231,12.0,30.0,15.0,115.0,85.0,0.4,0.07458,4026610.0,35.084,29.41,33.0313,0.468229,0.051048,0.615182,5.518,2.2333,0,84.185
1,cone,21.8642,0.3724,21.8642,0.0,1.246,12.0,30.0,15.0,115.0,85.0,0.4,0.39819,3214246.0,28.006,45.2,26.3673,0.250471,0.270449,0.638988,0.4309,0.6438,0,21.144
5,ogive_polynomial,36.5575,0.5956,3.6237,0.0,1.0871,12.0,30.0,15.0,115.0,85.0,0.4,0.13156,897952.0,7.824,35.07,7.3661,0.407353,0.225204,0.73923,2.6256,1.6156,0,32.3
5,ogive_polynomial,61.7597,0.881,1.4368,0.0,0.431,12.0,30.0,15.0,115.0,85.0,0.4,0.15662,4612318.0,40.187,28.3,37.836,0.753332,0.107352,0.969094,4.0028,2.0781,0,68.096
4,elliptical,64.3193,0.9012,1.1834,0.0,1.1834,12.0,30.0,15.0,115.0,85.0,0.4,0.20336,4050221.0,35.29,46.31,33.225,0.859714,0.138531,1.107684,3.2324,1.8233,0,57.721
3,spherical,25.4391,0.4296,1.9858,0.0,0.9929,12.0,30.0,15.0,115.0,85.0,0.4,0.29856,1783865.0,15.543,21.88,14.6335,0.284841,0.281835,0.683258,0.7414,0.8152,0,14.999
2,truncated_cone,40.4089,0.6482,43.3315,0.2698,0.6953,12.0,30.0,15.0,115.0,85.0,0.4,0.28519,1532457.0,13.352,28.36,12.5711,0.533806,0.261889,0.909113,1.3881,1.1992,0,21.793
2,truncated_cone,55.6917,0.826,64.2877,0.5348,0.5744,12.0,30.0,15.0,115.0,85.0,0.4,0.20696,4775131.0,41.606,45.36,39.1716,0.736235,0.146298,0.993408,2.8503,1.7008,0,53.631
2,truncated_cone,39.3208,0.6337,44.4915,0.4649,0.4638,12.0,30.0,15.0,115.0,85.0,0.4,0.06406,872247.0,7.6,13.9,7.1553,0.425889,0.053117,0.576008,6.0831,2.4805,0,83.763
5,ogive_polynomial,49.6192,0.7618,2.0257,0.0,0.6077,12.0,30.0,15.0,115.0,85.0,0.4,0.30033,3372206.0,29.382,20.46,27.6631,0.676024,0.212306,1.004773,1.7226,1.3135,0,36.989
2,truncated_cone,63.53,0.8952,66.9957,0.2069,1.1538,12.0,30.0,15.0,115.0,85.0,0.4,0.31636,1354102.0,11.798,48.34,11.108,0.893027,0.232864,1.242805,2.0558,1.4416,0,30.116
0,disc,90.0,1.0,90.0,0.0,0.0298,12.0,30.0,15.0,115.0,85.0,0.4,0.32512,906578.0,7.899,47.94,7.4369,1.126251,0.233622,1.474031,2.5597,1.6246,0,29.79
0,disc,90.0,1.0,90.0,0.0,0.0441,12.0,30.0,15.0,115.0,85.0,0.4,0.28528,1708970.0,14.89,28.29,14.0191,1.079286,0.182592,1.375029,2.8541,1.6683,0,42.841
3,spherical,43.5089,0.6885,1.114,0.0,0.557,12.0,30.0,15.0,115.0,85.0,0.4,0.23603,3099534.0,27.006,8.89,25.4263,0.561203,0.202003,0.873424,1.8908,1.4056,0,37.602
2,truncated_cone,37.6831,0.6113,41.118,0.3342,0.7812,12.0,30.0,15.0,115.0,85.0,0.4,0.2991,1530283.0,13.333,35.26,12.5533,0.490321,0.259104,0.864809,1.2112,1.1088,0,19.249
2,truncated_cone,28.8734,0.4829,31.751,0.3625,0.9965,12.0,30.0,15.0,115.0,85.0,0.4,0.15091,2846937.0,24.805,19.05,23.3542,0.30135,0.214443,0.621572,1.6725,1.3354,0,34.377
2,truncated_cone,29.8562,0.4978,34.7875,0.567,0.5449,12.0,30.0,15.0,115.0,85.0,0.4,0.38038,3805842.0,33.16,14.41,31.2203,0.371831,0.240744,0.730218,0.6841,0.8483,0,26.736
4,elliptical,30.3934,0.5059,2.9049,0.0,2.9049,12.0,30.0,15.0,115.0,85.0,0.4,0.06244,1625798.0,14.166,33.89,13.3368,0.294465,0.124338,0.516196,3.9536,1.9646,0,63.171
5,ogive_polynomial,51.5806,0.7835,1.8999,0.0,0.57,12.0,30.0,15.0,115.0,85.0,0.4,0.27621,3520674.0,30.676,22.39,28.881,0.707381,0.208677,1.031547,2.0065,1.3881,0,40.307
2,truncated_cone,60.4242,0.8697,69.865,0.5405,0.2019,12.0,30.0,15.0,115.0,85.0,0.4,0.3735,636488.0,5.546,21.22,5.2213,0.891755,0.298147,1.310113,1.729,1.3138,0,11.995
3,spherical,67.6803,0.9251,0.6493,0.0,0.3246,12.0,30.0,15.0,115.0,85.0,0.4,0.3699,4489927.0,39.121,31.91,36.832,0.98953,0.187662,1.293688,1.9377,1.4211,0,42.714
5,ogive_polynomial,35.2962,0.5778,3.9225,0.0,1.1768,12.0,30.0,15.0,115.0,85.0,0.4,0.12326,4869301.0,42.426,41.82,39.9441,0.375111,0.15805,0.636943,2.552,1.5887,0,52.254
3,spherical,62.6292,0.888,0.7196,0.0,0.3598,12.0,30.0,15.0,115.0,85.0,0.4,0.26933,295439.0,2.574,0.61,2.4236,0.85568,0.289677,1.26133,2.4571,1.5319,0,11.741
3,spherical,68.0317,0.9274,0.6447,0.0,0.3224,12.0,30.0,15.0,115.0,85.0,0.4,0.2149,3279350.0,28.573,37.13,26.9014,0.888775,0.145871,1.145128,3.4407,1.8198,0,55.584
3,spherical,25.385,0.4287,1.9902,0.0,0.9951,12.0,30.0,15.0,115.0,85.0,0.4,0.13782,2859955.0,24.919,43.49,23.461,0.252347,0.224693,0.580474,1.5581,1.2456,0,32.81
3,spherical,21.7654,0.3708,2.3339,0.0,1.167,12.0,30.0,15.0,115.0,85.0,0.4,0.15752,531022.0,4.627,20.34,4.3561,0.208919,0.347699,0.665863,1.0631,1.0046,0,0.0
4,elliptical,30.6563,0.5099,2.878,0.0,2.878,12.0,30.0,15.0,115.0,85.0,0.4,0.0659,4109445.0,35.806,47.5,33.7108,0.299731,0.105887,0.502716,3.7234,1.9637,0,67.354
2,truncated_cone,36.0324,0.5882,37.1339,0.1187,1.1796,12.0,30.0,15.0,115.0,85.0,0.4,0.16611,3567636.0,31.085,24.92,29.2662,0.410367,0.196191,0.717086,1.9722,1.4226,0,41.706
2,truncated_cone,59.1569,0.8586,70.8756,0.6614,0.2141,12.0,30.0,15.0,115.0,85.0,0.4,0.39378,4258983.0,37.109,6.46,34.9375,0.865989,0.204611,1.189049,1.6682,1.2694,0,38.447
1,cone,43.5103,0.6885,43.5103,0.0,0.5267,12.0,30.0,15.0,115.0,85.0,0.4,0.35552,3745574.0,32.635,27.47,30.7259,0.601917,0.22882,0.949156,1.2414,1.1317,0,32.696
2,truncated_cone,58.1333,0.8493,61.9981,0.2494,1.1246,12.0,30.0,15.0,115.0,85.0,0.4,0.14446,3418162.0,29.783,1.42,28.0401,0.715809,0.10699,0.925717,4.1131,2.01,0,67.15
4,elliptical,34.9808,0.5733,2.4922,0.0,2.4922,12.0,30.0,15.0,115.0,85.0,0.4,0.20469,765351.0,6.669,31.0,6.2784,0.398854,0.28926,0.80044,1.483,1.2166,0,13.479
1,cone,45.4193,0.7123,45.4193,0.0,0.4927,12.0,30.0,15.0,115.0,85.0,0.4,0.36801,4731227.0,41.223,13.75,38.8115,0.639504,0.214978,0.973059,1.3005,1.091,0,36.04
0,disc,90.0,1.0,90.0,0.0,0.03,12.0,30.0,15.0,115.0,85.0,0.4,0.32436,3055225.0,26.62,44.85,25.0628,1.05778,0.174135,1.346994,2.5542,1.6208,0,45.005
0,disc,90.0,1.0,90.0,0.0,0.0112,12.0,30.0,15.0,115.0,85.0,0.4,0.20362,1704728.0,14.853,29.42,13.9843,0.976725,0.138333,1.22619,4.0378,1.999,0,58.171
1,cone,56.1446,0.8304,56.1446,0.0,0.3354,12.0,30.0,15.0,115.0,85.0,0.4,0.09726,4647056.0,40.49,34.65,38.121,0.67684,0.03478,0.814076,6.1485,2.4633,0,89.502
3,spherical,31.5009,0.5225,1.5857,0.0,0.7929,12.0,30.0,15.0,115.0,85.0,0.4,0.34807,3791217.0,33.033,47.59,31.1003,0.387433,0.235822,0.739442,0.809,0.8817,0,28.092
4,elliptical,68.4732,0.9302,1.0801,0.0,1.0801,12.0,30.0,15.0,115.0,85.0,0.4,0.34603,4296109.0,37.432,16.41,35.2421,0.988417,0.180817,1.28494,2.0264,1.4154,0,43.908
3,spherical,43.6997,0.6909,1.1085,0.0,0.5543,12.0,30.0,15.0,115.0,85.0,0.4,0.12585,2491083.0,21.705,13.06,20.435,0.503514,0.14474,0.751964,3.4701,1.9058,0,55.476
2,truncated_cone,58.8616,0.8559,68.8657,0.5811,1.1744,12.0,30.0,15.0,115.0,85.0,0.4,0.13704,1838529.0,16.019,27.84,15.0819,0.720187,0.110003,0.935182,4.3699,2.1183,0,66.665
2,truncated_cone,49.2182,0.7572,54.4145,0.382,0.8629,12.0,30.0,15.0,115.0,85.0,0.4,0.2437,3368115.0,29.347,5.43,27.6295,0.653023,0.199249,0.966989,2.11,1.4391,0,41.449
4,elliptical,72.373,0.953,0.9919,0.0,0.9919,12.0,30.0,15.0,115.0,85.0,0.4,0.17169,589778.0,5.139,14.29,4.8381,0.913937,0.149517,1.173109,4.2747,2.0719,0,54.575
0,disc,90.0,1.0,90.0,0.0,0.0119,12.0,30.0,15.0,115.0,85.0,0.4,0.1714,3917082.0,34.13,47.03,32.1328,0.952862,0.091564,1.152787,4.966,2.2672,0,73.121
4,elliptical,44.0506,0.6953,1.9184,0.0,1.9184,12.0,30.0,15.0,115.0,85.0,0.4,0.26252,3542003.0,30.862,18.98,29.056,0.570298,0.20687,0.890725,1.663,1.3056,0,37.361
1,cone,45.5062,0.7133,45.5062,0.0,0.4912,12.0,30.0,15.0,115.0,85.0,0.4,0.32402,2518182.0,21.941,14.26,20.6573,0.640329,0.237517,0.99234,1.4392,1.2254,0,29.625
4,elliptical,100.5508,0.9831,0.513,0.0,0.513,12.0,30.0,15.0,115.0,85.0,0.4,0.14135,3038920.0,26.478,24.49,24.9291,0.924814,0.061336,1.093031,5.5391,2.3903,0,81.866
3,spherical,38.9928,0.6292,1.2588,0.0,0.6294,12.0,30.0,15.0,115.0,85.0,0.4,0.06625,2760084.0,24.049,21.39,22.6417,0.414903,0.050817,0.562407,5.7179,2.3492,0,83.886
0,disc,90.0,1.0,90.0,0.0,0.0455,12.0,30.0,15.0,115.0,85.0,0.4,0.32088,4060432.0,35.379,6.61,33.3088,1.095189,0.169947,1.381828,2.5513,1.6044,0,48.353
1,cone,39.6685,0.6383,39.6685,0.0,0.6029,12.0,30.0,15.0,115.0,85.0,0.4,0.12968,1162889.0,10.132,22.32,9.5395,0.465877,0.193853,0.763498,2.9599,1.7124,0,40.778
4,elliptical,66.7393,0.9187,1.1219,0.0,1.1219,12.0,30.0,15.0,115.0,85.0,0.4,0.09026,216092.0,1.883,26.31,1.7727,0.803587,0.0,0.903869,7.6621,2.7552,0,100.0
3,spherical,29.6418,0.4946,1.6915,0.0,0.8457,12.0,30.0,15.0,115.0,85.0,0.4,0.12973,3856838.0,33.605,9.99,31.6386,0.313242,0.193984,0.613915,1.9921,1.4034,0,42.215
5,ogive_polynomial,59.4023,0.8608,1.5228,0.0,0.4568,12.0,30.0,15.0,115.0,85.0,0.4,0.39049,554344.0,4.83,27.36,4.5474,0.915371,0.294733,1.327932,1.5739,1.2439,0,7.796
3,spherical,23.2833,0.3953,2.177,0.0,1.0885,12.0,30.0,15.0,115.0,85.0,0.4,0.10381,211721.0,1.845,24.52,1.7368,0.213785,0.35788,0.675122,1.7839,1.3357,0,0.0
2,truncated_cone,31.5142,0.5227,34.255,0.32,0.9213,12.0,30.0,15.0,115.0,85.0,0.4,0.07019,668887.0,5.828,27.17,5.4871,0.307877,0.162122,0.570238,3.9071,2.0354,0,51.335
2,truncated_cone,47.913,0.7421,57.6761,0.6771,0.4098,12.0,30.0,15.0,115.0,85.0,0.4,0.13932,1686752.0,14.697,16.83,13.8369,0.57932,0.155679,0.840572,3.506,1.9041,0,52.492
1,cone,47.3928,0.736,47.3928,0.0,0.4599,12.0,30.0,15.0,115.0,85.0,0.4,0.31619,3955768.0,34.467,14.34,32.4502,0.66236,0.212748,0.990313,1.5597,1.2824,0,36.975
0,disc,90.0,1.0,90.0,0.0,0.0417,12.0,30.0,15.0,115.0,85.0,0.4,0.2229,4631725.0,40.356,31.82,37.9952,0.99192,0.127695,1.230977,3.7484,1.9474,0,61.951
2,truncated_cone,46.2691,0.7226,52.5544,0.4784,0.5427,12.0,30.0,15.0,115.0,85.0,0.4,0.1184,4762557.0,41.496,28.1,39.0685,0.546148,0.11213,0.760954,3.9683,1.9966,0,66.379
2,truncated_cone,51.6775,0.7845,58.9228,0.4919,0.8948,12.0,30.0,15.0,115.0,85.0,0.4,0.09511,2486212.0,21.662,39.48,20.395,0.627478,0.05954,0.788654,5.4486,2.3861,0,82.903
3,spherical,50.4772,0.7714,0.9387,0.0,0.4693,12.0,30.0,15.0,115.0,85.0,0.4,0.13284,2215086.0,19.3,30.42,18.1709,0.589771,0.131259,0.82722,4.0268,2.0064,0,60.319
5,ogive_polynomial,43.9818,0.6944,2.5019,0.0,0.7506,12.0,30.0,15.0,115.0,85.0,0.4,0.05079,1347857.0,11.744,31.35,11.0568,0.481029,0.0,0.575005,8.9009,2.9696,0,100.0
0,disc,90.0,1.0,90.0,0.0,0.0279,12.0,30.0,15.0,115.0,85.0,0.4,0.10331,615863.0,5.366,30.3,5.0521,0.909868,0.0,1.011458,8.0689,2.8462,0,100.0
5,ogive_polynomial,38.5714,0.6235,3.2308,0.0,0.9692,12.0,30.0,15.0,115.0,85.0,0.4,0.18763,4274480.0,37.244,5.42,35.0647,0.45614,0.18774,0.753798,1.8903,1.417,0,43.065
1,cone,45.2768,0.7105,45.2768,0.0,0.4952,12.0,30.0,15.0,115.0,85.0,0.4,0.24258,3636998.0,31.689,46.65,29.8352,0.579959,0.196871,0.887946,1.9143,1.3593,0,40.068
1,cone,40.3405,0.6473,40.3405,0.0,0.5887,12.0,30.0,15.0,115.0,85.0,0.4,0.31148,1161450.0,10.12,30.69,9.5277,0.529656,0.267348,0.90991,1.313,1.1542,0,15.569
5,ogive_polynomial,39.7158,0.639,3.0432,0.0,0.913,12.0,30.0,15.0,115.0,85.0,0.4,0.24092,3002165.0,26.158,20.01,24.6275,0.500939,0.218298,0.832684,1.6359,1.2619,0,34.292
0,disc,90.0,1.0,90.0,0.0,0.0235,12.0,30.0,15.0,115.0,85.0,0.4,0.20285,2390170.0,20.826,5.53,19.6072,0.979313,0.12858,1.219939,4.0292,1.9894,0,61.095
1,cone,68.3839,0.9297,68.3839,0.0,0.1981,12.0,30.0,15.0,115.0,85.0,0.4,0.21388,524886.0,4.573,23.2,4.3058,0.891269,0.219821,1.221609,3.4828,1.8763,0,36.43
0,disc,90.0,1.0,90.0,0.0,0.0115,12.0,30.0,15.0,115.0,85.0,0.4,0.37379,3919440.0,34.15,34.99,32.1522,1.136331,0.189625,1.44135,2.2691,1.4878,0,43.907
1,cone,66.2112,0.915,66.2112,0.0,0.2204,12.0,30.0,15.0,115.0,85.0,0.4,0.14595,2546052.0,22.184,46.33,20.8859,0.804532,0.096597,1.006724,4.7603,2.1909,0,71.502
2,truncated_cone,53.1887,0.8006,56.9486,0.2641,0.698,12.0,30.0,15.0,115.0,85.0,0.4,0.36539,2448191.0,21.331,39.65,20.0831,0.783846,0.235076,1.134829,1.5519,1.2418,0,30.464
1,cone,35.4033,0.5793,35.4033,0.0,0.7035,12.0,30.0,15.0,115.0,85.0,0.4,0.20443,920088.0,8.017,14.33,7.5477,0.408181,0.26955,0.786745,1.5973,1.2913,0,17.04
0,disc,90.0,1.0,90.0,0.0,0.0443,12.0,30.0,15.0,115.0,85.0,0.4,0.21572,2142758.0,18.67,31.73,17.5776,1.002341,0.139143,1.252811,3.8271,2.0346,0,57.166
2,truncated_cone,67.0214,0.9207,73.4314,0.3492,0.2904,12.0,30.0,15.0,115.0,85.0,0.4,0.19938,2535200.0,22.089,37.57,20.7969,0.862486,0.145787,1.118359,3.7008,1.9306,0,55.929
3,spherical,22.271,0.379,2.2793,0.0,1.1396,12.0,30.0,15.0,115.0,85.0,0.4,0.10622,3326324.0,28.982,45.9,27.2867,0.200604,0.218079,0.521018,1.6058,1.2839,0,36.494
0,disc,90.0,1.0,90.0,0.0,0.037,12.0,30.0,15.0,115.0,85.0,0.4,0.05798,2726733.0,23.758,25.42,22.3681,0.875743,0.0,0.973507,13.9139,3.7574,1,100.0
2,truncated_cone,62.1489,0.8842,69.576,0.427,0.2807,12.0,30.0,15.0,115.0,85.0,0.4,0.06992,3061106.0,26.672,0.12,25.111,0.712704,0.0,0.809738,9.5287,3.0995,0,100.0
0,disc,90.0,1.0,90.0,0.0,0.0387,12.0,30.0,15.0,115.0,85.0,0.4,0.2442,1091783.0,9.513,18.03,8.9562,1.009749,0.178884,1.301381,3.2245,1.7367,0,44.525
0,disc,90.0,1.0,90.0,0.0,0.0224,12.0,30.0,15.0,115.0,85.0,0.4,0.104,978415.0,8.525,5.86,8.0262,0.916739,0.0,1.018525,7.9987,2.812,0,100.0
4,elliptical,31.2762,0.5192,2.8165,0.0,2.8165,12.0,30.0,15.0,115.0,85.0,0.4,0.13634,2704743.0,23.567,17.51,22.1877,0.328123,0.199682,0.632098,1.8655,1.3634,0,38.549
1,cone,22.5408,0.3833,22.5408,0.0,1.2047,12.0,30.0,15.0,115.0,85.0,0.4,0.21362,1975637.0,17.214,27.36,16.2067,0.228978,0.25902,0.600412,0.824,0.9152,0,18.519
2,truncated_cone,64.8188,0.905,69.1256,0.2492,0.7314,12.0,30.0,15.0,115.0,85.0,0.4,0.06662,451708.0,3.936,41.08,3.7055,0.763535,0.0,0.860986,10.2184,3.2984,1,100.0
5,ogive_polynomial,40.2254,0.6458,2.9666,0.0,0.89,12.0,30.0,15.0,115.0,85.0,0.4,0.29855,2256587.0,19.662,20.75,18.5114,0.524431,0.238037,0.877945,1.2936,1.1205,0,26.716
1,cone,26.52,0.4465,26.52,0.0,1.002,12.0,30.0,15.0,115.0,85.0,0.4,0.15197,2575857.0,22.444,42.49,21.1304,0.266814,0.22944,0.60348,1.4385,1.2086,0,30.649
4,elliptical,56.739,0.8362,1.4039,0.0,1.4039,12.0,30.0,15.0,115.0,85.0,0.4,0.24895,1991564.0,17.353,38.64,16.3373,0.7415,0.199446,1.053158,2.3243,1.5085,0,39.099
0,disc,90.0,1.0,90.0,0.0,0.042,12.0,30.0,15.0,115.0,85.0,0.4,0.22033,3233860.0,28.177,13.9,26.5282,1.02275,0.127799,1.262832,3.7201,1.9381,0,59.618
1,cone,43.6443,0.6902,43.6443,0.0,0.5242,12.0,30.0,15.0,115.0,85.0,0.4,0.29786,4574453.0,39.857,12.52,37.5254,0.5794,0.206305,0.90028,1.506,1.2142,0,38.053
0,disc,90.0,1.0,90.0,0.0,0.0435,12.0,30.0,15.0,115.0,85.0,0.4,0.3164,4686613.0,40.835,6.87,38.4455,1.082286,0.163021,1.361373,2.6476,1.6213,0,50.208
4,elliptical,30.0431,0.5007,2.9414,0.0,2.9414,12.0,30.0,15.0,115.0,85.0,0.4,0.31324,2340958.0,20.397,3.99,19.2035,0.352599,0.264761,0.732272,0.7676,0.872,0,21.251
2,truncated_cone,41.8413,0.6671,45.6606,0.3346,0.4217,12.0,30.0,15.0,115.0,85.0,0.4,0.07819,289741.0,2.525,38.27,2.3768,0.464746,0.112699,0.676366,5.3549,2.3588,0,66.851
0,disc,90.0,1.0,90.0,0.0,0.0441,12.0,30.0,15.0,115.0,85.0,0.4,0.13188,4164200.0,36.283,41.84,34.16,0.914111,0.033947,1.051273,6.1044,2.3894,0,89.426
5,ogive_polynomial,65.5574,0.9104,1.317,0.0,0.3951,12.0,30.0,15.0,115.0,85.0,0.4,0.14227,2124842.0,18.514,9.98,17.4306,0.808798,0.09342,1.008665,5.0805,2.222,0,71.517
4,elliptical,30.5414,0.5082,2.8897,0.0,2.8897,12.0,30.0,15.0,115.0,85.0,0.4,0.26062,2676740.0,23.323,36.99,21.958,0.353401,0.24788,0.713864,0.9561,0.9651,0,25.757
